birthYear	no	clubId	recruitName	name	nameAlpha	language	meaning
2021	56	2256	アルアリングスターの2021	ルシフェル	Lucifer	ラテン語	明けの明星（ラテン語）。母名より連想
2021	57	2257	サトノオニキスの2021	ブラックルチル	Black Rutile	英語	パワーストーンの一種。母名より連想
2021	58	2258	レーヴドゥラメールの2021	レアリゼアンレーヴ	Realiser un Reve	仏語	夢を叶える（仏）。母名より連想
2021	59	2259	シンハリーズの2021	ナインストーンズ	Nine Stones	英語	スリランカのお守りナワラトゥナの英語名。母名より連想
2021	60	2260	マンビアの2021	レザンクレール	Raisins Clairs	仏語	グアドループ島のビーチ名。母名より連想
2021	61	2261	アディクティドの2021	アッファシナンテ	Affascinante	伊語	妖艶、魅力的（伊）。母名より連想
2021	62	2262	ディーパワンサの2021	マハーワンサ	Mahavamsa	シンハラ語	古代スリランカの編年史的叙事詩「大王統史」。母名より連想
2021	63	2263	ビートリックスキッドの2021	ザブライド	The Bride	英語	バラの品種名。母名より連想
2021	64	2264	ココシュニックの2021	フェロニエール	Ferroniere	仏語	細い鎖等を頭部に巻いた装飾品。母母名、母名より連想
2021	65	2265	アドマイヤローザの2021	グレッソネイ	Gressoney	仏語	イタリアのモンテローザ山群の麓にある谷の１つ。母名より連想
2021	66	2266	リスグラシューの2021	シュヴェルトリリエ	Schwertlilie	独語	「刀のユリ」という意味のアヤメの別名（独）。本馬の誕生花
2021	67	2267	ディアデラマドレの2021	ログラール	Lograr	西語	成就する（西）。一族の悲願を成就する
2021	68	2268	ペルレンケッテの2021	ミルテンベルク	Miltenberg	独語	マイン川の真珠と言われるドイツの街。母名より連想
2021	69	2269	レネットグルーヴの2021	トルタディメーレ	Torta  di  Mele	伊語	りんごを使ったイタリアのお菓子。母名より連想
2021	70	2270	マルティンスタークの2021	ローゼンモンターク	Rosenmontag	独語	薔薇の月曜日（独）。カーニバルの最高潮。母名より連想
2021	71	2271	グリューヴァインの2021	リューデスハイム	Rudesheim	独語	ドイツのライン渓谷にあるブドウ畑に囲まれた歴史ある街。母名より
2021	72	2272	クルークハイトの2021	ルフトクス	Luftkuss	独語	投げキッス（独）。父名、母名より連想
2021	73	2273	オーマイベイビーの2021	ヴィスマール	Wismar	独語	煉瓦建築が有名なドイツの都市。父名より連想
2021	74	2274	ラプソディーアの2021	フルラーナ	Furlana	伊語	イタリアの速いリズムの伝統的なダンス。母母名、母名より連想
2021	75	2275	アロマドゥルセの2021	ガルバナム	Galbanum	英語	神聖な香りを持つ香料。母名より連想
2021	76	2276	レイリオンの2021	ピュアスマイル	Pure Smile	英語	純粋（ユリの花言葉）＋笑顔。母名より連想
2021	77	2277	ヴィートマルシェの2021	マルチャレアル	Marcha Real	西語	スペインの国歌の国王行進曲。母名より連想
2021	78	2278	リッチダンサーの2021	ウィンターガーデン	Winter Garden	英語	社交ダンス世界三大大会の会場名より。母名より連想
2021	79	2279	ヒストリックスターの2021	コルレオニス	Cor Leonis	ラテン語	王の星とも呼ばれる、しし座α星の別名。父名、母名より連想
2021	80	2280	ギーニョの2021	エルサビオ	El Sabio	西語	賢王（西）。父名より連想
2021	81	2281	ライジングクロスの2021	フェアアイル	Fair Isle	英語	十字架などのモチーフが編み込まれたニット柄。父名、母名より連想
2021	82	2282	カイカヨソウの2021	フルレゾン	Fleuraison	仏語	花の開花（仏）。母名より連想
2021	83	2283	クイックリトルミスの2021	ライジングアロー	Rising Arrow	英語	上昇矢印。本馬の特徴的な流星模様よりイメージ。頂点を目指して
2021	84	2284	アピールⅡの2021	レトリカル	Rhetorical	英語	言葉を巧みに用いて美しく表現する技法より。母名より連想
2021	85	2285	ハーレクイーンの2021	レドンホール	Leadenhall	英語	イギリスにある最も古い市場の名前。母の生産国より連想
2021	86	2286	ローズノーブルの2021	ラントリサント	Llantrisant	英語	英国の王立造幣局がある町。母名より連想
2021	87	2287	ピエリーナの2021	バレルターン	Barrel Turn	英語	バレエダンサーの技名。母名より連想
2021	88	2288	グレイシアブルーの2021	パステルツェ	Pasterze	ポーランド語	オーストリアにある氷河の名前。母名より連想
2021	89	2289	ヴィアンローズの2021	アルジャヒリ	Al Jahili	アラビア語	アルアイン遺跡群のひとつアルジャヒリ城塞より。父名より連想
2021	90	2290	ムーングロウの2021	アーマルコライト	Armalcolite	英語	アポロ11号の船員が月面で発見した希少な石。母名より連想
2021	91	2291	ブリトマルティスの2021	ラダマンテュス	Rhadamanthus	ラテン語	ギリシャ神話に登場する金髪の人物。鬣と母名より連想
2021	93	2293	ブランシェクールの2021	クールソリッド	Coeur Solide	仏語	強い心（仏）。強い心を持った馬生になるよう。母名より連想
2021	94	2294	ジルズパレスの2021	コールブランド	Collbrande	ラテン語	聖剣エクスカリバーの別名。父名より連想
2021	95	2295	ティッカーテープの2021	グランドマーシャル	Grand Marshal	英語	パレードの顔、大トリ。母名のティッカーテープパレードより連想
2021	96	21096	ネオフレグランスの2021	セントメモリーズ	Scent Memories	英語	香り立つ思い出。本馬の誕生花「忘れな草」の花言葉と母名より
2021	97	21097	エイコンドライトの2021	ダイオジェナイト	Diogenite	英語	HED隕石の仲間の1つで、石質隕石のエイコンドライトに含まれる
2021	98	21098	マルケッサの2021	バロネッサ	Baronessa	伊語	男爵位を持つ女性、女の男爵（伊）。母名から連想
2021	99	21099	ノイエルの2021	イスタンテ	Istante	伊語	瞬間、一瞬（伊）。父フランケルの様に一瞬、瞬間で差をつけてほしい
2021	100	21100	カイゼリンの2021	ブロードグリン	Broad Grin	英語	破顔一笑、喜色満面。母母名から
2021	101	21101	アドヴェントスの2021	ゴーディアンノット	Gordian Knot	英語	ゴルディアスの結び目。父名より連想
2021	102	21102	ミスベジルの2021	ルディック	Ludique	仏語	遊び心（仏）。父名より連想
2020	1	2101	ナスケンアイリスの2020	プロテア	Protea	英語	花の名前。花言葉は「王者の風格」。母名より連想
2020	2	2102	コケレールの2020	スティルディマーレ	Still di Mare	英語、伊語	静かな＋海（伊）。父名より連想
2020	3	2103	ラドラーダの2020	ラディアンシア	Radiancia	西語	輝き（西）。兄達の様な黄金の輝きを放つのを願い。母、兄名より連想
2020	4	2104	シーザリオの2020	テンペスト	Tempest	英語	嵐。シェイクスピアが単独で執筆した最後の戯曲。母名より連想
2020	6	2106	クルージンミジーの2020	ファンネルマーク	Funnel Mark	英語	船の煙突に表示されている船会社のマーク。母名より連想
2020	7	2107	マイハッピーフェイスの2020	レディエンフェイス	Radiant Face	英語	輝き晴れやかな顔。母名より連想
2020	8	2108	ローガンサファイアの2020	ゴールドシーン	Gold Sheen	英語	近年発見された金色に輝く新種のサファイア。母名および毛色より連想
2020	9	2109	バウンスシャッセの2020	レヴォルタード	Revoltade	仏語	技巧的な跳躍の一種（バレエ用語）。母名より連想
2020	10	2110	プルメリアスターの2020	ココクレーター	Koko  Crater	英語	プルメリアが有名な植物園があるハワイの地名。母名より連想
2020	11	2111	モアザンセイクリッドの2020	ドゥレッツァ	Durezza	伊語	激しさ、厳しさ（音楽用語）。父名より連想
2020	12	2112	ステファニーズキトゥンの2020	バロンゾラーレ	Ballonzolare	伊語	飛び跳ねる（伊）。母名より連想
2020	13	2113	ブリガアルタの2020	マルグアレイス	Marguareis	伊語	伊仏の国境線上にあるリグリアアルプスの最高峰。母名より連想
2020	14	2114	ルージュバックの2020	フレーヴァード	Flavored	英語	ワイン製法の一つ。母名より連想
2020	15	2115	ケイティーズハートの2020	ペリファーニア	Perifania	希語	誇り（ギリシャ語）。兄名より連想
2020	16	2116	シュピッツェの2020	エルフォルク	Erfolg	独語	成功（独）。母名より連想
2020	17	2117	エンジェルフォールの2020	グランサバナ	Gran Sabana	西語	ベネズエラ東部のギアナ高地に広がる平原。母名より連想
2020	18	2118	バイラオーラの2020	ソレア	Solea	西語	フラメンコのリズムの一つ。母名より連想
2020	19	2119	メジロシャレードの2020	レイクトロシュナ	Lake Tolochenaz	仏語	湖＋スイスにある湖畔の町の名。母名より連想
2020	20	2120	プンタステラの2020	スティールウィル	Steel Will	英語	鋼の意思。父名より連想
2020	21	2121	エクストラペトルの2020	アンスリウム	Anthurium	英語	本馬の誕生花。母名より連想
2020	22	2122	マイティースルーの2020	フェブランシェ	Fee Blanche	仏語	白い妖精(仏）。本馬の毛色より連想
2020	23	2123	ワシントンレガシーの2020	ハリケーンリッジ	Hurricane Ridge	英語	ワシントン州にあるオリンピック国立公園の名所の一つ。母名より連想
2020	24	2124	ロスヴァイセの2020	スキルヴィング	Skilfing	英語	北欧神話の主神オーディンの別称。高座につくものの意。母名より連想
2020	25	2125	シンハディーパの2020	ディバイングレース	Divine Grace	英語	神の恵み。 母名より連想
2020	26	2126	ヒカルアモーレの2020	ルクスグローリア	Lux Gloria	ラテン語	栄光の輝き（ラテン語）。 父名、母名より連想
2020	28	2128	アドマイヤアロマの2020	フラグランツァ	Fragranza	伊語	芳香（伊）。 母名より連想
2020	29	2129	フェルミオンの2020	フェルミディラック	Fermi Dirac	英語	電子などのフェルミ粒子が熱平衡にある場合の分布を表す関数
2020	30	2130	ココファンタジアの2020	ファンタジスタ	Fantasista	伊語	規格外の（並外れて優秀な）人（伊）
2020	31	2131	クローバーリーフの2020	イルディヴィーノ	Il Divino	伊語	人名愛称
2020	32	2132	パルティトゥーラの2020	タスティエーラ	Tastiera	伊語	(楽器の)キーボード（伊）。母名より連想
2020	33	2133	マルティンスタークの2020	サヴァリア	Savaria	ラテン語	聖マルティヌスの生誕地。母名より連想
2020	34	2134	ポロンナルワの2020	ラクサパーナ	Laxapana	英語	スリランカの美しい滝の名。母名より連想
2020	35	2135	ビットレートの2020	クエイヴァー	Quaver	英語	８分音符。当馬の額が８分音符を連想させるため
2020	37	2137	ユールフェストの2020	オルフェスト	Or Fest	仏語	金色（仏）＋祭。父名、母名より連想
2020	38	2138	レオパルディナの2020	パンテーラネーラ	Pantera Nera	伊語	黒豹（伊）。母名、本馬の毛色より連想
2020	40	2140	スーブレットの2020	ラリーレイド	Rally Raid	英語	砂やジャングルなど自然の中を走破する冒険レース
2020	41	2141	アドヴェントスの2020	ラトレイア	Latreia	希語	神にのみに捧げられる礼拝。母名より連想
2020	42	2142	フォトコールの2020	ブレガーロード	Bregagh Road	英語	北アイルランドの幻想的な美しい道。母の故郷と父名より連想
2020	43	2143	ウィープノーモアの2020	キープスマイリング	Keep Smiling	英語	笑みを絶やさない。誰もが笑顔になれることを願って。母名より連想
2020	44	2144	アヴェンチュラの2020	トラヴォルジェンテ	Travolgente	伊語	圧倒的な（伊）。父と母が見せた力、存在感を受け継ぐことを願って
2020	45	2145	アディクティドの2020	アルアリング	Alluring	英語	魅力的な。母名より連想
2020	46	2146	フロアクラフトの2020	ポルカリズム	Polka Rhythm	英語	ダンス用語。社交ダンスのバランスの一種。母名より連想
2020	48	2148	ホットスウェルの2020	レイジングウェイブ	Raging Wave	英語	荒波。母名より連想
2020	49	2149	ハヴユーゴーンアウェイの2020	サンジュリオ	San Giulio	伊語	サンジュリオ島。イタリアのオルタ湖に浮かぶ島。生産牧場より連想
2020	50	2150	インナーレルムの2020	ハイアーレルム	Higher Realm	英語	より高い領域。母名より連想
2020	51	2151	クルミナルの2020	プレドミナル	Predominar	西語	優勢である、優位に立つ（西）。母名の響きより連想
2020	52	2152	エールデュレーヴの2020	オクタグラム	Octagram	英語	公現祭で3博士を導いたベツレヘムの星の象徴。父名より連想
2020	53	2153	レイリオンの2020	ラレーヌデリス	La Reine des Lys	仏語	ユリの女王（仏）。母名より連想
2020	54	2154	トータルヒートの2020	サーマルソアリング	Thermal Soaring	英語	スカイスポーツ用語。熱上昇風を利用して高度を獲得するテクニック
2020	55	2155	リーチングの2020	リーチエミネンス	Reach Eminence	英語	名声を得る。母名より連想
2020	56	2156	コルコバードの2020	パンデアスカル	Pao de Acucar	ポルトガル語	リオデジャネイロ市の南東端にある岩峰。母名より連想
2020	57	2157	ディオジェーヌの2020	ディオファントス	Diophantus	英語	人名より。母名より連想
2020	58	2158	スペクトロライトの2020	ユレマー	Ylamaa	フィンランド語	鉱石の産出されるフィンランドの地方の名前。母名より連想
2020	59	2159	グランデアモーレの2020	ハートループ	Heart Loop	英語	アクロバット飛行の技名。母名より連想
2020	60	2160	リリカルホワイトの2020	クールブロン	Coeur Blanc	仏語	真っ白な心、汚れのない心（仏）。母名より連想
2020	61	2161	ラフォルジュルネの2020	ボーマルシェ	Beaumarchais	仏語	人名より。母名より連想
2020	62	2162	ディアデラノビアの2020	メグスタス	Me Gustas	西語	(告白時の)好きです（西）。母名より連想
2020	63	2163	ライジングクロスの2020	ライジングホープ	Rising Hope	英語	希望が増大する。母名より連想
2020	64	2164	ラカリフォルニーの2020	モンテコルノ	Monte Corno	伊語	イタリアの北西から南東へ延びる山脈の最高峰にある山
2020	65	2165	サンブルエミューズの2020	ラヴェル	Ravel	仏語	人名より。母名より連想
2020	66	2166	プラチナブロンドの2020	ガーランドスタイル	Garland Style	英語	プラチナとダイヤモンドを素材とするジュエリーの装飾スタイル
2020	67	2167	ピースエンブレムの2020	ブルーペクトライト	Blue Pectolite	英語	愛と平和の象徴とされる宝石名。父名、母名より連想
2020	68	2168	エレガントマナーの2020	ラッフィナート	Raffinato	伊語	おしゃれな、上品な（伊）。母名より連想
2020	69	2169	アウェイクの2020	ブライトサイン	Bright Sign	英語	明るい兆し。父名、母名より連想
2020	70	2170	ローズノーブルの2020	ミントマーク	Mint Mark	英語	貨幣を鋳造した場所を特定するための刻印。母名より連想
2020	71	2171	ジュモーの2020	シュタイナー	Steiner	英語	人名より。母名より連想
2020	72	2172	フォルテピアノの2020	ストリンジェンド	Stringendo	英語	だんだん速く（音楽用語）。母名より連想
2020	73	2173	ピュアブリーゼの2020	フェアリーピコ	Fairy Pico	英語	シクラメンの品種。誕生花より連想
2020	74	2174	グレイシアブルーの2020	ブリックスダール	Briksdal	ノルウェー語	ノルウェーにある氷河。母、兄名より連想
2020	75	2175	クレオールの2020	ノヴィアル	Novial	英語	国際補助言語の一つ。母名より連想
2020	76	2176	エスティタートの2020	ヴィヴィッシモ	Vivisimo	伊語	生き生きと（音楽用語）。母名より連想
2020	77	2177	ココシュニックの2020	ハンベルジャイト	Hambergite	英語	稀少な白色の宝石。母名より連想
2020	78	2178	ピンクアリエスの2020	ラスハンメル	Ras Hammel	アラビア語	おひつじ座で一番明るい恒星。母名より連想
2020	79	2179	ラテアートの2020	クロスリーフ	Cross Leaf	英語	ラテアートの種類である十字の木葉。母名より連想
2020	80	2180	シェルズレイの2020	レイアネラ	Lei Anela	ハワイ語	母名の一部+女神（ハワイ語）。勝利の女神になることを願って
2020	81	2181	シャンドランジュの2020	セラフィックコール	Seraphic Call	英語	熾天使の宣言。母名より連想
2020	82	2182	ホワイトミーティアの2020	ウインターズテイル	Winter’s Tale	英語	シェイクスピアの作品、冬物語の原題。父名、母名より連想
2020	83	2183	リリウムの2020	メガラニカ	Magallanica	英語	仮説上の巨大な大陸。父名、本馬の馬格より連想
2020	84	2184	グリューヴァインの2020	シラーヴァイン	Schillerwein	独語	ドイツ、ヴュルテンベルグ産の黒と白のブドウを混ぜて造ったワイン
2020	85	2185	カニョットの2020	パルメリータ	Palmerita	西語	アルゼンチンの郷土菓子。母の母国より連想
2020	86	2186	シンハリーズの2020	ジャミーレ	Jamileh	ペルシャ語	「美しい」、「才能溢れる」という意味の人名より。そのような走りを
2020	87	2187	グローバルビューティの2020	パルクリチュード	Pulchritude	英語	容姿端麗。母名より連想
2020	88	2188	キャヴァルドレの2020	プロトポロス	Protoporos	希語	先駆者（ギリシャ語）。父名より連想。競馬界に新たな道を切り拓く
2020	89	2189	ブリトマルティスの2020	ラビュリントス	Labyrinthos	英語	ギリシャ神話に登場するクレタ島にある迷宮。母名より連想
2020	90	2190	ライクザウインドの2020	エオリエンヌ	Eolienne	仏語	風車（仏）。母名より連想
2020	91	2191	ネオフレグランスの2020	マリンノート	Marine Note	英語	香水の香調で海をイメージされたもの。母名より連想
2020	92	2192	ナムラバイオレットの2020	ルーラルハピネス	Rural Happiness	英語	黄色いスミレの花言葉「田園の幸福」。母名と本馬の誕生花より連想
2020	93	2193	メリートの2020	ウィットサンデー	Whitsunday	英語	オーストラリアにある群島。母の出生地及び父名と母名より連想
2020	94	2194	トウカイライフの2020	レーベンスティール	Lebensstil	独語	生き様（独）。父名、母名より連想。生き様で魅了する馬になるように
2020	95	2195	ラクアミの2020	シテ	Shite	日本語	仕手。能や狂言の主役の意味。母名より連想
2020	96	2196	グランデセーヌの2020	オーディトリアム	Auditorium	仏語	劇場の観客席。パフォーマンスを見聞きする場。母名より連想
2020	97	2197	ウェイヴェルアベニューの2020	ソパーズレーン	Sopers Lane	英語	イギリス、プール地方の通り名。母名より連想
2020	98	2198	アデレードヒルの2020	ハーンドルフ	Hahndorf	英語	アデレードヒルズに位置する街の名称。母名より連想
2019	1	2001	デックドアウトの2019	フォレスクライト	Volles Kleid	独語	正装（独）。母名より連想。大舞台を制し、正装で式典に臨む
2019	2	2002	ヒルダズパッションの2019	フィアレスデザイア	Fearless Desire	英語	大胆な欲望。大舞台での活躍を願って。母名より連想
2019	3	2003	ティズトレメンダスの2019	ティズグロリアス	Tiz Glorious	英語	母名の一部＋輝かしい、華麗な。名前のような活躍を願って
2019	4	2004	ファイナルディシジョンの2019	ファイナルアンサー	Final Answer	英語	母名より連想。みんなの期待に応えるという意味も込めて
2019	5	2005	サミターの2019	ディエルメス	Diermmes	英語	サーミ神話に登場する雷の神。母名より連想
2019	6	2006	ハープスターの2019	ライラスター	Lyra Star	英語	琴座の星。母、母母名より連想
2019	7	2007	ルージュバックの2019	ブラーバック	Boulard Buck	英語	カルバドスをジンジャーエールで割ったカクテル名。母名より連想
2019	8	2008	シーズンズベストの2019	トリメストラーレ	Trimestrale	伊語	四季（伊）。母名より連想
2019	9	2009	ティロレスカの2019	サパーダ	Zapada	西国	強力に、荒々しく、タンゴのリズムを刻む（西）。父名より連想
2019	10	2010	ヒストリックスターの2019	ライリッズ	Lyrids	英語	こと座流星群。ベガのこと座から何度も輝きが放たれることを願って
2019	11	2011	ピュアブリーゼの2019	ヴィルトブリーゼ	Wild Brise	独語	荒々しい風（独）。父名と母名より連想
2019	12	2012	シェルズレイの2019	レイフル	Lei Hulu	ハワイ語	鳥の羽で作られたハワイの伝統的な装飾品。母名より連想
2019	14	2014	ディアデラマドレの2019	レガラール	Regalar	西語	贈る（西）。母にＧＩのタイトルを贈ることを期待して
2019	15	2015	バウンスシャッセの2019	グランプレジール	Grand Plaisir	仏語	大いなる喜び（仏）。姉の名からの連想と、歓喜の勝利を願って
2019	16	2016	ヴィータアレグリアの2019	ピエナディヴィータ	Piena di Vita	伊語	活気にあふれた（伊）。母名より連想
2019	17	2017	アンレールの2019	アンクロワ	En Croix	仏語	バレエ用語。足を前、横、後ろの三方向に出すこと。母名より連想
2019	18	2018	クレオールの2019	エスペラント	Esperanto	エスペラント語	母語の異なる人々の意思伝達を目的とする国際補助語。母名より連想
2019	19	2019	オリエンタルポピーの2019	アイスランドポピー	Iceland Poppy	英語	ケシ科ケシ属の多年草。母名より連想
2019	20	2020	ブルーメンブラットの2019	フォラブリューテ	Voller Blute	独語	満開（独）。母の産駒の集大成として花咲き誇って欲しい願いを込めて
2019	21	2021	ケイティーズハートの2019	ヴァンガーズハート	Vanguard’s Heart	英語	先駆者の心。父名、母名より連想
2019	22	2022	クルミナルの2019	アライバル	Arrival	英語	到達。競馬界の頂点に達するよう願いをこめて。母名より連想
2019	23	2023	エールデュレーヴの2019	スプレッドアウト	Spread Out	英語	広がる。母から授かった翼を広げ大舞台での活躍を期待して
2019	24	2024	ヴェルジョワーズの2019	シュガービート	Sugar Beet	英語	甜菜。母名より連想
2019	25	2025	スペルオンミーの2019	スマイルオンミー	Smile on Me	英語	微笑んで。世界に笑顔をもたらす走りを願い。母名より連想
2019	26	2026	アウェイクの2019	ウェイクアップ	Wake Up	英語	目を覚ますような走りを期待して。母名より連想
2019	27	2027	アールブリュットの2019	パラレルヴィジョン	Parallel Vision	英語	４ヶ国で開催された生の芸術を集めた展覧会。母名より連想
2019	28	2028	ムーンライトダンスの2019	ルナマーレ	Lunar Mare	英語	月の海（月の黒い部分の俗称）。母名、父名より連想
2019	29	2029	サダムグランジュテの2019	グランパドゥシャ	Grand Pas de Chat	仏語	バレエ用語。母名より連想
2019	30	2030	カラベルラティーナの2019	トライセイル	Trysail	英語	嵐の際、風に対抗するために設置される帆。母名より連想
2019	31	2031	ペルレンケッテの2019	グレアファンタス	Glare Fantas	英語	輝き＋幻想的な（Ｆａｎｔａｓｙ）より。幻想的な眩しい輝き
2019	32	2032	リーチコンセンサスの2019	ジェネラルウィル	General Will	英語	総意。母名より連想
2019	33	2033	ティンバレスの2019	パーカッション	Percussion	英語	打楽器。母名より連想
2019	34	2034	エクストラペトルの2019	ロータスペトル	Lotus Petal	英語	睡蓮の花びら。母名より連想
2019	35	2035	クルージンミジーの2019	オールフラッグ	All Flag	英語	満船飾。競馬界を飾り立てるような活躍を願って。母、母父より連想
2019	36	2036	ムスタパルタの2019	パルタージュ	Partage	仏語	分かち合う（仏）。幸せや喜びを皆で分かち合いたい。母名より連想
2019	37	2037	オーマイベイビーの2019	クレイドル	Cradle	英語	ゆりかご。母名より連想
2019	38	2038	フェルミオンの2019	ダイバリオン	Dibaryon	英語	６つのクォークから構成される仮説上の複合粒子。母名より連想
2019	39	2039	ロザリンドの2019	アルドゥエンナ	Arduenna	ラテン語	「お気に召すまま」原作の舞台であるアルドゥエンナの森より
2019	40	2040	ピンクアリエスの2019	ローゼシュティア	Rose Stier	独語	薔薇（独）＋おうし座（独）。母名のピンクにちなんで
2019	41	2041	グリューヴァインの2019	ミッテルライン	Mittelrhein	独語	ライン川中流域にあるドイツワインの産地。母名より連想
2019	42	2042	サザンスピードの2019	サザンクロス	Southern Cross	英語	南十字星。母名より連想
2019	43	2043	ソングバードの2019	ハミングバード	Humming Bird	英語	ハチドリ。母名より連想
2019	44	2044	ロスヴァイセの2019	ヴァーンフリート	Wahnfried	独語	リヒャルト・ワーグナー旧居の名前
2019	45	2045	リーチングの2019	ブロードリーチ	Broad Reach	英語	ヨット用語。風が真横より後ろから吹いている状態。母名より連想
2019	46	2046	キラーグレイシスの2019	キラーアビリティ	Killer Ability	英語	素晴らしい能力、才能。母名、一族名より連想
2019	47	2047	ピースアンドウォーの2019	デイジーラック	Daisy Luck	英語	ヒナギク（花言葉は希望）＋幸運。希望と幸運を
2019	48	2048	シンハライトの2019	アルジュナ	Arjuna	サンスクリット語	ヒンドゥー教の聖典の一つマハーバーラタに登場する大英雄の名前
2019	49	2049	フロアクラフトの2019	アレマーナ	Alemana	西語	スパニッシュダンスの踊りの動き。母名より連想
2019	50	2050	クルソラの2019	セレシオン	Seleccion	西語	アルゼンチンサッカートップチームの愛称。母名より連想
2019	51	2051	ファイナルスコアの2019	プレミアスコア	Premiere Score	英語	最高の得点。母名より連想
2019	52	2052	マルティンスタークの2019	アルトシュタット	Altstadt	独語	マルティン祭が行われるデュッセルドルフの旧市街地名。母より連想
2019	53	2053	サンビスタの2019	ジレトール	Diretor	ポルトガル語	サンバの指揮者。母名より連想
2019	55	2055	ジンジャーパンチの2019	プレミアムスマイル	Premium Smile	英語	ジンジャーエールを使ったカクテル。笑顔にしてくれる走りを期待して
2019	56	2056	ギモーヴの2019	スモア	S’more	英語	米国、加国で人気の伝統的な菓子名。母名より連想
2019	57	2057	シャムロッカーの2019	トリフォリウム	Trifolium	英語	クローバーの仲間の属名。葉が３枚あることに由来。母名より連想
2019	58	2058	リッチダンサーの2019	ラクスバラディー	Raqs Baladi	英語	ベリーダンスの民俗舞踊。華やかに着飾り大舞台をめざして欲しい
2019	59	2059	ディアマイベイビーの2019	ゲイングラウンド	Gain Ground	英語	進撃して陣地を得る、前進する
2019	60	2060	アビラの2019	ラスマドレス	Las Madres	西語	聖テレサがスペインのアビラに建設した修道院。母名より連想
2019	61	2061	プルメリアスターの2019	セラディーン	Celadine	英語	レイに使われるハワイの花。母名より連想
2019	62	2062	テネイシャスの2019	フォースクエア	Foursquare	英語	確固とした勝利への意志。母名より連想
2019	63	2063	リラヴァティの2019	ホートンプレインズ	Horton Plains	シンハラ語	スリランカにある国立公園。母名より連想
2019	64	2064	グランデアモーレの2019	グランデレジーナ	Grande Regina	伊語	母名の一部＋女王、王妃（伊）
2019	65	2065	ディアデラノビアの2019	グランディア	Gran Dia	西語	素晴らしい日（西）。母名より連想
2019	66	2066	ジュモーの2019	フォアランナー	Forerunner	英語	先駆者。父名より連想
2019	67	2067	サンブルエミューズの2019	ナミュール	Namur	仏語	サンブル川とミューズ川が合流するベルギーの都市。母名より連想
2019	68	2068	シャルールの2019	トランキリテ	Tranquillite	仏語	冷静（仏）。母名より連想
2019	69	2069	ベルディーヴァの2019	ベルシャンテ	Belle Chanter	仏語	美しく歌う（仏）。母名より連想
2019	70	2070	アスティルの2019	シエルエトワール	Ciel Etoile	仏語	星空（仏）。人の目を奪う星空の様な輝きを期待して。母名より連想
2019	71	2071	リュシオルの2019	グリューヴルム	Gluhwurm	独語	蛍（独）。母名より連想
2019	73	2073	ワナダンスの2019	コルティーナ	Cortina	西語	アルゼンチンタンゴのパーティで流れる曲の間奏
2019	74	2074	レオパルディナの2019	ジャグアーロ	Giaguaro	伊語	ジャガー（伊）。母名より連想。強くなって欲しいとの意味を込めて
2019	75	2075	カイカヨソウの2019	カイカノキセキ	Kaikano Kiseki	日本語	開花の軌跡。開花へたどった道筋。父名、母名より連想
2019	76	2076	カニョットの2019	セレステイブランコ	Celeste y Blanco	西語	空色と白（西）。アルゼンチン、サッカー代表の愛称。母の生産国より
2019	77	2077	シンハディーパの2019	シンハプーラ	Simha Pura	サンスクリット語	ライオンの町（サンスクリット）。母名より連想
2019	78	2078	プリンセスカメリアの2019	リゴレット	Rigoletto	伊語	ヴェルディのオペラ。「風の中の羽のように」の一節が登場する
2019	79	2079	ブリトマルティスの2019	ラブリュス	Labrys	ラテン語	女神ブリトマルティスが持っていたとされる両刃斧。母名より連想
2019	80	2080	ラフォルジュルネの2019	カルネドボヤージュ	Carnets de Voyage	仏語	旅から生まれた物語（仏）。母名より連想
2019	81	2081	レインボーソングの2019	シャルムランプ	Charme Lampe	仏語	魔法のランプ（仏）。父名より連想
2019	82	2082	コンヴィクションⅡの2019	クレエンシア	Creencia	西語	信念（西）。母名より連想
2019	83	2083	ユールフェストの2019	ジェノランケーブ	Jenolan Cave	英語	オーストラリアの世界最古の鍾乳洞。母名より連想
2019	84	2084	イマーキュレイトキャットの2019	イングレーヴ	Engrave	英語	刻印。名前を刻んで欲しいと願って
2019	85	2085	シンハリーズの2019	スリーパーダ	Sri Pada	シンハラ語	スリランカの聖山。「聖なる足跡」の意。母名より連想
2019	86	2086	シャレードスマイルの2019	スマイルアプローズ	Smile Applause	英語	笑顔の喝采
2019	87	2087	タリサの2019	ダグザ	Dagda	英語	ケルト神話の最高神
2019	88	2088	オーラレガーレの2019	フィリオデルソル	Figlio del Sol	伊語、西語	子（伊）＋太陽（西）。太陽の子。母名より連想
2019	89	2089	アンソロジーの2019	プライルード	Praelude	ラテン語	前奏曲（ラテン語）。母名より連想
2019	90	2090	レッドソンブレロの2019	スカーレットピース	Scarlet Piece	英語	緋色の一片。母系より連想
2019	91	2091	パールズシャインの2019	パールズウィッシュ	Pearl’s Wish	英語	母名の一部＋願い。ケガに泣かされた母パールズシャインの願いを託す
2019	92	2092	ギャラリートークの2019	アートクリティック	Art Critic	英語	美術評論家。母名より連想
2019	93	2093	ボージェストの2019	ソネットフレーズ	Sonnet Phrase	英語	ピンクカーネーションの品種。花言葉は「美しい仕草」。母名より連想
